DocID,Title,MainCategory,Category,Generation,Skip,URL
c06441818,HP 280 G5 Microtower Business PC,Desktops,200 Series,G5,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06441818
c06469473,HP 290 G2 Small Form Factor Business PC,Desktops,200 Series,G2,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06469473
c06469528,HP 290 G3 Microtower Business PC,Desktops,200 Series,G3,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06469528
c06590382,HP 280 G6 Microtower Business PC,Desktops,200 Series,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06590382
c06590421,HP 290 G4 Microtower PC,Desktops,200 Series,G4,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06590421
c06711651,HP ProDesk 405 G6 DM / SFF,Desktops,ProDesk,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06711651
c06718495,HP Collaboration PC G6 with Zoom Rooms,Desktops,Presence,G6,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06718495
c06718498,HP EliteDesk 805 G6 Business Desktops PCs,Desktops,EliteDesk,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06718498
c06724395,HP Chromebox Enterprise G3,Desktops,Chromebox,G3,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06724395
c06724396,HP Chromebox G3,Desktops,Chromebox,G3,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06724396
c06887165,HP Collaboration G6 24 and 27 All-in-One with Zoom Rooms,Desktops,Presence,G6,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06887165
c06953089,HP Desktop Pro G6 Microtower PC,Desktops,Desktop,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06953089
c07722482,HP 205 G8 24 All-in-One PC,Desktops,200 Series,G8,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c07722482
c08138298,HP Presence Meeting Space Solutions with Microsoft Teams Rooms,Desktops,Presence,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08138298
c08202581,HP ProOne 240 23.8 inch G9 All-in-One Desktop PC,Desktops,ProOne,G9,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08202581
c08210038,HP ProOne 240 23.8 inch G9 All-in-One Desktop PC,Desktops,ProOne,G9,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08210038
c08386706,"HP 34"" All-in-One Desktop PC",Desktops,Desktop,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08386706
c05574097,HP Z22n G2 21.5-inch Display,Displays,Z Displays,G2,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05574097
c05738162,HP Z27n G2 27-inch Display,Displays,Z Displays,G2,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05738162
c05738235,HP Z24n G2 24-inch Display,Displays,Z Displays,G2,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05738235
c05915532,HP Pro 8 Tablet with Voice with Mantra mDESK8-Quickspec,0,0,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05915532
c05979335,HP 280 G3 Small Form Factor Business PC,Desktops,200 Series,G3,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05979335
c06524352,WW NB - HP Chromebook Enterprise 14 G6 - 12/13 - EN,Notebooks,ChromeBook,G6,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06524352
c06699548,WW NB - HP Elite c1030 Chromebook Enterprise - 07/15 - EN,Notebooks,ChromeBook,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06699548
4aa7-4692eep,Quick Specs for HP Engage One Prime Cash Drawer,RIS,Engage,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=4aa7-4692eep
c04375534,HP USB to Serial Adapter,Desktops,Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c04375534
c05810452,HP Turbo Drive G2 TLC 512GB Drive,Workstations,Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05810452
c06220106,AMD Radeon™ RX550X 4GB LP DisplayPort™ Card,Displays,Display,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06220106
c06525676,HP USB Type-C Extension Cable Kit (5M),Desktops,Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06525676
c06712735,"HP 400/600 MT 2nd 3.5"" HDD cage",Desktops,Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06712735
c06953090,HP Desktop Pro 300 G6 Microtower PC,Desktops,Desktop,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06953090
c06953446,HP All-in-One 800 G6 Stands,Desktops,Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06953446
c06953447,HP ProOne G6 Adjustable Height Stand,Desktops,ProOne,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06953447
c08331970,HP ProOne G9 VESA Plate with Power Supply Holder,Desktops,ProOne,G9,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08331970
c08376464,HP Presence 15m Type-C Cable Kit and HP Presence 30m Type-C Cable Kit,Desktops,Presence,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08376464
c09207707,HP USB-C 100W G6 Dock,Docks,Dock,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09207707
c09207708,HP USB-C 100W TAA G6 Dock,Docks,Dock,G6,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09207708
c04558374,HP Unified Communications and Collaboration Devices,Desktops,Presence,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c04558374
c05573122,HP Engage One Serial USB Thermal Printer,RIS,Printer,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c05573122
c06496220,ENS Genesis Stand,RIS,Other Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06496220
c08371895,HP Engage Column Printer G2,RIS,Printer,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c08371895
c09002127,Datalogic Magellan 900i Presentation Scanner,RIS,Scanner,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09002127
c09048284,Epson TM-H6000VI Hybrid Printer with Check Processing,RIS,Printer,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09048284
c09201687,HP Engage USB Extender,RIS,Other Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09201687
c09205360,HP Engage Indicator Light,RIS,Other Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09205360
c09205364,HP Black No Retail I/O Connectivity Base,RIS,Other Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09205364
c09219425,HP Engage Prime G2 Barcode Scanner,RIS,Scanner,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09219425
c09220352,HP AI Accelerator M.2 Card,RIS,Other Accessories,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09220352
c06936517,HP mt46 Mobile Thin Client,Thin Clients,Mobile Thin Client,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06936517
c06953710,HP mt32 Mobile Thin Client,Thin Clients,Mobile Thin Client,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06953710
c09222532,HP ProDesk 5 G1 Thin Client,Thin Clients,Thin Client,G1,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09222532
4aa7-7185enw,HP ZCentral Remote Boost 2022 Quick Specs,Workstations,Accessories,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=4aa7-7185enw
4aa7-7186enw,HP ZCentral Connect 2022 Quick Specs,Workstations,Accessories,,Yes,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=4aa7-7186enw
c06274598,HP VR Backpack G2,Workstations,VR,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c06274598
c09212373,HP ZGX Nano G1n AI Station,Workstations,Desktop Workstation,,,https://www8.hp.com/h20195/v2/GetDocument.aspx?docname=c09212373
